id,product_name,console,condition,status,issue
d7f8de56-473a-4a6f-a972-f36c68eb6c0e,Dragon's Dogma,PlayStation 3,CIB,available,pricecharting_no_match
45528b06-f792-4539-a3d9-1f8708854104,Dragonball Z Budokai,GameCube,CIB,available,pricecharting_no_match
faa66409-ee9f-45bb-a48d-842fb0c9dc0c,Dragonball Z Budokai,GameCube,CIB,available,pricecharting_no_match
5d1f3886-4241-419d-b290-3a563c81ec77,ESPN NFL 2K5,Xbox,CIB,available,pricecharting_no_match
1f0bd904-86ac-448c-88f4-a792e45584d8,EX Jinsei Game,PlayStation 2,CIB,available,pricecharting_no_match
179060d2-6ea6-4245-90a2-cbc2a8dc6ab1,Extreme Pinball,PlayStation,CIB,available,pricecharting_no_match
68d9fdc8-e120-4272-90bf-5c237e25fa40,Eyepet & Friends,PlayStation 3,CIB,available,pricecharting_no_match
65f91768-a569-42f7-b82b-60312031dab3,FIFA 14,PlayStation 3,CIB,available,pricecharting_no_match
63a11796-04bd-4c00-a8ca-1690ea92eefb,FIFA Soccer 07,GameCube,CIB,available,pricecharting_no_match
ab21c2c7-58dc-4f66-9915-d8a16a614d56,FIFA Soccer 11,PlayStation 3,CIB,available,pricecharting_no_match
e279e5b9-162c-48de-a26c-e6bfa297e561,FIFA Street 3,Xbox 360,CIB,available,pricecharting_no_match
1b83f202-f1b2-4aa1-b84f-84d9de10c4c2,Fight Night Champion,Xbox 360,CIB,available,pricecharting_no_match
ec1f0eb8-10b8-4228-928d-857b4bd46e19,Final Fantasy X-2,PlayStation 2,CIB,available,pricecharting_no_match
3eb6ba18-bf82-444d-8f8b-d3a665ca55b3,Final Fantasy XII,PlayStation 2,CIB,available,pricecharting_no_match
59f90cfe-a5e7-4862-9f34-38a128d06941,Final Fantasy XIII,PlayStation 3,CIB,available,pricecharting_no_match
68c3c06e-2b00-4bf6-8aac-13385dc518bc,Full Metal Alchemist Hagane no Renkinjutsushi,PlayStation 2,CIB,available,pricecharting_no_match
55e56230-1e74-4aec-b710-8f29e716d42a,Full Spectrum Warrior,Xbox,CIB,available,pricecharting_no_match
bef3378a-a476-4f5f-b2fa-8d5dceac02bf,Gacharoku,PlayStation 2,CIB,available,pricecharting_no_match
50de65cc-150a-46a0-98b4-2e4e452a6d78,Game Party 2,Wii,CIB,available,pricecharting_no_match
7031800d-9197-42d9-963a-c17542c1bf50,GameCube,GameCube,CIB,available,pricecharting_no_match
7308aa57-9fb4-4ea2-a527-6a64292b16de,Gears 5,Xbox One,CIB,available,pricecharting_no_match
d122845f-ace7-470a-8eee-93065e3e2868,Gears of War 4,Xbox One,CIB,available,pricecharting_no_match
d9abd1b7-4244-4bf8-b30e-2116be9feaeb,Genso Suikoden,PlayStation,CIB,available,pricecharting_no_match
80cf637d-7443-422f-9d22-958ed7317dfd,Genso Suikoden III [First Print Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
5b655513-6737-4069-8528-8bd9a3ac64c7,Genso Suikoden V,PlayStation 2,CIB,available,pricecharting_no_match
7c092b9c-fd5d-4430-8f6d-567934713adb,Gensou Suikoden V [PlayStation 2 The Best],PlayStation 2,CIB,available,pricecharting_no_match
696823da-b196-4666-a2fa-aa211fbd25ae,Golden Axe Beast Rider,Xbox 360,CIB,available,pricecharting_no_match
ba565832-2dc1-4a50-9199-3f0b899c2b75,Hanjuku Eiyuu Tai 3D,PlayStation 2,CIB,available,pricecharting_no_match
855885d8-32dd-4d7f-826d-99c04612413e,Hardcore 4X4,PlayStation,CIB,available,pricecharting_no_match
8578aa7b-7903-4b6d-80dc-30f768dd4122,Harry Potter and the Deathly Hallows: Part 2,Xbox 360,CIB,sold,pricecharting_no_match
a8bcd2e6-02da-4ffc-9208-c366412fd9b2,Hitman 2 Silent Assassin,Xbox,CIB,available,pricecharting_no_match
f093bbbc-c924-4802-af76-292208f9c8df,Home Alone,NES,CIB,available,pricecharting_no_match
26408aa3-7f8c-4607-b3c5-74005fab00c1,How to Train Your Dragon,Wii,CIB,available,pricecharting_no_match
e9002d59-9f30-495a-b4c5-94a6419c6b26,IHRA Drag Racing Sportsman Edition,PlayStation 2,CIB,available,pricecharting_no_match
49b17540-b355-43fd-adcd-f655a3cbbe97,Infinity,Xbox 360,CIB,available,pricecharting_no_match
441ca6b0-aea6-4632-904c-14e196ea86c6,Jeopardy,NES,CIB,available,pricecharting_no_match
9fba8e1f-b791-421b-8ca4-b8a69ac149ca,Jeremy McGrath Supercross World,PlayStation 2,CIB,available,pricecharting_no_match
cb54af08-1eaa-46f9-b542-bdeb0c501528,Jimmy Neutron Attack of the Twonkies,PlayStation 2,CIB,available,pricecharting_no_match
a58842de-e9d5-4670-86b2-9d2f5bac3d64,Just Dance 3,Xbox 360,CIB,available,pricecharting_no_match
5556b870-ea60-4777-b441-7f7a0249ddb1,Karaoke Revolution 3,PlayStation 2,CIB,available,pricecharting_no_match
a0c0a2da-7c27-498e-973d-7b2d44d313f1,Karaoke Revolution Glee Vol 3,Xbox 360,CIB,available,pricecharting_no_match
92960a5f-768a-4187-9aec-bc51363a8cc8,Kinect Sports,Xbox 360,CIB,available,pricecharting_no_match
9c8dcf94-c703-47d4-b0b5-c5b5e088dc8b,Kingdom Hearts II Final Mix [Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
0652f939-9f16-4616-b06b-61b7aeda9bb3,Kingdom Hearts II Final Mix [Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
0db8402d-5b19-4d1a-82c5-4537908dc0f1,Legend of Mana,PlayStation,CIB,sold,pricecharting_no_match
7d3ca8de-378f-47da-967c-dd658a19e0dc,Legends of Wrestling,PlayStation 2,CIB,available,pricecharting_no_match
7b377df1-7c4c-4a43-8c0f-a5c412da66ca,LEGO Batman 3: Beyond Gotham,PlayStation 3,CIB,available,pricecharting_no_match
10b78f62-6f65-45d0-b5f3-47d86b2a17df,LEGO Marvel Super Heroes,PlayStation 3,CIB,available,pricecharting_no_match
b3c16464-0133-444b-8829-34409de1e267,LEGO Movie Videogame,PlayStation 3,CIB,available,pricecharting_no_match
3767a2df-53b5-408b-a83b-a4d7ae1945a6,LEGO Rock Band,PlayStation 3,CIB,available,pricecharting_no_match
ce7cf6b7-6026-48ab-b742-34e31dcac134,LEGO Star Wars II Original Trilogy,GameCube,CIB,available,pricecharting_no_match
85cb3f97-2ab4-4412-98cd-3cfa08f47f6e,LEGO Star Wars III: The Clone Wars,DS,CIB,available,pricecharting_no_match
1516b15c-a0ae-4ff9-a791-b8d1807e0d75,Madden 2004,GameCube,CIB,available,pricecharting_no_match
f6a9c9b4-09d0-4810-b876-4e228a597b2a,Madden 2008,PlayStation 2,CIB,available,pricecharting_no_match
ca119a80-e7b1-4d47-90d8-204d35fea63c,Madden 2008,PlayStation 3,CIB,available,pricecharting_no_match
d47f0fc6-728e-47a5-8e69-bc2476546627,Madden 2009,PlayStation 3,CIB,available,pricecharting_no_match
442116d0-ee6e-430c-ab0b-4425de2f7f0d,Madden 97,PlayStation,CIB,sold,pricecharting_no_match
c3f9cd6b-90fd-4dd6-8392-74008b7ecf38,Madden 98,PlayStation,CIB,available,pricecharting_no_match
d430ae42-7906-491b-a981-5cbe1865c818,Madden NFL 11,Xbox 360,CIB,available,pricecharting_no_match
a8444c62-c7ed-4ef2-ba8c-f7a76318575e,Madden NFL 12,PlayStation 3,CIB,available,pricecharting_no_match
98b657d0-a47f-4e30-a22e-8e808c3096b4,Madden NFL 13,PlayStation 3,CIB,available,pricecharting_no_match
07d5286c-e792-4845-b4eb-fc2e239313fc,Madden NFL 16,PlayStation 4,CIB,available,pricecharting_no_match
b08bb93f-31b3-4b06-b028-0cd19b873a29,Madden NFL 21,Xbox One,CIB,available,pricecharting_no_match
c27127f9-ce97-45db-903d-956c3b75e7ea,Madden NFL 25 [Bonus Edition],Xbox 360,CIB,available,pricecharting_no_match
9c30666a-1765-47c6-a7d0-46c725aa4cf8,Major League Baseball 2K8,Xbox 360,CIB,available,pricecharting_no_match
97f521c3-87c2-4bd3-b056-076738188ee0,Makai Senki Disgaea [Playstation 2 the Best],PlayStation 2,CIB,available,pricecharting_no_match
0c1d0e82-c282-4421-9694-9e8724402948,Mario Party 4,GameCube,CIB,available,pricecharting_no_match
1a03323c-ebf0-4288-932c-3b4aa64501e5,Mario Party 6,GameCube,CIB,available,pricecharting_no_match
3f09d817-66d6-47b9-8cf6-bd3cf4728f77,Mario Power Tennis,GameCube,CIB,available,pricecharting_no_match
bb12db86-380e-4713-bd77-c01b9a829fb7,Metroid Prime,GameCube,CIB,available,pricecharting_no_match
b55275f9-926b-48fa-ac8f-67c123451e9b,MLB 07 The Show,PlayStation 3,CIB,available,pricecharting_no_match
3b3bc4de-5516-4205-9e80-fb41521b25cc,MLB 07 The Show,PlayStation 3,CIB,available,pricecharting_no_match
9e37c7f9-fcdd-4f6d-a423-eee3f0f14664,MLB 15: The Show,PlayStation 3,CIB,available,pricecharting_no_match
f7c74d62-dacb-4549-980b-32cb152e496e,MLB 2005,PlayStation 2,CIB,available,pricecharting_no_match
b16ae3e9-e742-46c6-a58c-76080eabe462,MLB Slugfest 2003,GameCube,CIB,available,pricecharting_no_match
b7e76f65-956f-4575-8842-c20326337178,Mobile Suit Gundam Seed Destiny: Generation of CE,PlayStation 2,CIB,available,pricecharting_no_match
70b31cea-a961-430c-8673-65e2bcc12816,Mobile Suit Gundam Seed Destiny: Generation of CE,PlayStation 2,CIB,available,pricecharting_no_match
1be92263-41b1-4536-bbdb-1d5d01634c4f,Monster Garage,Xbox,CIB,available,pricecharting_no_match
60c5bdc0-9cab-4b49-8a4b-016b96b27663,Monster Jam Urban Assault,Wii,CIB,available,pricecharting_no_match
d5b8d238-a89b-4315-a4c3-c78c180e69e4,Mountain Bike Adrenaline,PlayStation 2,CIB,available,pricecharting_no_match
8e93ce06-6fb7-47ce-987e-505c46823175,Naruto Clash of Ninja 2,GameCube,CIB,available,pricecharting_no_match
11e1aec2-ab78-47c7-8947-abe222c25817,Naruto Uzumaki Ninden,PlayStation 2,CIB,available,pricecharting_no_match
49213098-4555-4432-beff-53aa3920a468,NASCAR 06 Total Team Control,PlayStation 2,CIB,available,pricecharting_no_match
b95ba5c4-3a04-466d-bc81-2390e5f91a45,NASCAR 07,Xbox,CIB,available,pricecharting_no_match
eeaea00f-c86d-4b7d-bd52-b7a5c5d30a79,NASCAR 08,PlayStation 2,CIB,available,pricecharting_no_match
e7867447-9581-46fa-adc6-852dc1e18025,NASCAR Chase for the Cup 2005,Xbox,CIB,available,pricecharting_no_match
c01d1762-9030-4b5c-86c2-e6394511c1f7,NASCAR Thunder 2002,Xbox,CIB,available,pricecharting_no_match
7bbc0704-66a3-4205-b664-6fdb4b99268e,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
94a2ca40-b728-46b8-aa4c-f58c9c31bdd5,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
d4d465b2-b1b0-4a1b-baf8-233929835f23,NBA 2K12,PlayStation 3,CIB,available,pricecharting_no_match
c446bffe-088a-4ee6-be94-12cf504acc46,NBA 2K15,Xbox 360,CIB,available,pricecharting_no_match
e4dd73cb-86bd-4871-88a1-98eec0630b0c,NBA 2K17,PlayStation 3,CIB,available,pricecharting_no_match
5d3f5d38-e251-4db0-b068-308d1f0a3fd0,NBA 2K17,Xbox 360,CIB,available,pricecharting_no_match
db8c629d-c5f9-4829-852e-731b86b0c600,NBA 2K18,Xbox One,CIB,available,pricecharting_no_match
be66dbfd-3e9f-4c8d-b2d8-f3ae6890af8c,NBA 2K2,GameCube,CIB,available,pricecharting_no_match
060d903c-16ef-4f96-bd13-2623d5cefad4,NBA Live 10,PlayStation 3,CIB,available,pricecharting_no_match
ed88100a-0f14-445c-8fa5-6699909f4161,NBA Live 2004,Xbox,CIB,available,pricecharting_no_match
29ebe8ac-7afa-46cf-b2cd-c43a8147da77,NBA Live 2005,Xbox 360,CIB,available,pricecharting_no_match
75c824d4-77e7-4321-a6c5-7f2dcc1f13c7,NBA Starting Five,PlayStation 2,CIB,available,pricecharting_no_match
5ff0b80e-7407-442a-b99e-ee41602cbbad,NBA Street,GameCube,CIB,available,pricecharting_no_match
36b9fca8-e3ad-4b80-afd2-f09c70b9a75c,NBA Street V3,GameCube,CIB,available,pricecharting_no_match
aca1ea31-5dc2-4c31-9c89-6c5cd1bf18e8,NCAA College Basketball 2K3,Xbox,CIB,available,pricecharting_no_match
d46075c9-6f60-4c86-bad2-df1451bb9efb,Puyo Pop Fever,PlayStation 2,CIB,available,pricecharting_no_match
e353195f-414c-4b83-a777-b5b039ecfed2,Puzzle Challenge Crosswords and More,PlayStation 2,CIB,available,pricecharting_no_match
bb9b8b28-33b2-4654-b027-c2be6e5ee4f0,RC Revenge Pro,PlayStation 2,CIB,available,pricecharting_no_match
120c6535-141e-4fd7-8eca-0979d7782748,Reel Fishing,PlayStation,CIB,available,pricecharting_no_match
0ee125c3-a173-4c60-88d1-52d2f7e1d4b7,Return to Castle Wolfenstein,PlayStation 2,CIB,available,pricecharting_no_match
9fcab8aa-0a5f-4a24-b523-ce2b2ccc00a0,Rugby 2005,Xbox,CIB,available,pricecharting_no_match
caaafd0b-0b80-49a2-aeec-a93e3d02b75f,Ryu ga Gotoku 3,PlayStation 3,CIB,available,pricecharting_no_match
f2b54a9a-855a-4880-8460-84a2295ba8ef,Samurai Western,PlayStation 2,CIB,available,pricecharting_no_match
0ef9d4e6-c019-4a6f-a593-64a1dabb1df2,Saw II: Flesh & Blood,PlayStation 3,CIB,available,pricecharting_no_match
9bb2d2b5-da11-4543-b40a-f756b58caab4,Sega Bass Fishing Duel,PlayStation 2,CIB,available,pricecharting_no_match
6e588858-aa34-44db-ae1d-07679e615939,Sengoku Musou,PlayStation 2,CIB,available,pricecharting_no_match
8e5bac0f-b808-4598-bfb7-d7203b81db89,Sengoku Musou 3,Wii,CIB,available,pricecharting_no_match
fedd7cd6-4edb-4f40-9a5a-eee29d98847d,Shadow of Memories,PlayStation 2,CIB,sold,pricecharting_no_match
88227e23-54a5-42d5-a7d0-03f6b34b4828,Shaun White Skateboarding,Xbox 360,CIB,available,pricecharting_no_match
f760573f-1698-4f39-8619-c08b9fa1c4cb,Shaun White Snowboarding Road Trip,Wii,CIB,available,pricecharting_no_match
6288ad1f-9197-41ab-bcc1-bb2c9cd5f381,Shin Sangoku Musou Multi Raid Special,PlayStation 3,CIB,available,pricecharting_no_match
4332f427-d60f-4a87-b4da-3fa5f80389f6,Shinsengumi Gunrou-Den,PlayStation 2,CIB,available,pricecharting_no_match
8d8ffdce-b826-4275-b65d-9d9582f34dab,Singstar Amped,PlayStation 2,CIB,available,pricecharting_no_match
dc5d2192-714f-4101-b70f-2ae7f003c330,Skylanders Swap Force,Xbox 360,CIB,available,pricecharting_no_match
c1fac0b5-8c3b-49cc-b2d3-e2d6fafae7f8,Space Channel 5 Part 2,PlayStation 2,CIB,available,pricecharting_no_match
da57121a-efc9-4c1e-915c-3844bff525d9,SpongeBob SquarePants The Movie,PlayStation 2,CIB,available,pricecharting_no_match
e11374e3-feca-46b8-bac4-7edf37d52fe8,Spy Hunter,PlayStation 2,CIB,available,pricecharting_no_match
e1a2d68f-bd64-4b33-a4db-77bb1210e0ee,SSX 3,PlayStation 2,CIB,available,pricecharting_no_match
c2c0afcd-41ef-46d5-8034-2c4b674fe248,SSX 3,GameCube,CIB,available,pricecharting_no_match
2ce01837-fe29-4943-8e1a-3d442e9db5c4,Star Wars Battlefront,Xbox,CIB,available,pricecharting_no_match
7aef3301-ae0f-4ad4-b1a4-3640de0d8262,Star Wars Battlefront [Deluxe Edition],Xbox One,CIB,available,pricecharting_no_match
6f459285-88f9-483c-aec3-ef2dfda7abd5,Star Wars Battlefront 2,Xbox,CIB,available,pricecharting_no_match
2858ce0c-d4cc-4461-9d95-103e2c8d58db,Stuntman,PlayStation 2,CIB,available,pricecharting_no_match
9497820d-85e2-4a13-816e-dbd35218541f,Taiko no Tatsujin: Waku Waku Anime Matsuri,PlayStation 2,CIB,available,pricecharting_no_match
32cd9d6b-2513-481d-a542-af32d4ca1f8a,Tales of Destiny,PlayStation,CIB,available,pricecharting_no_match
82a73ec5-c7c9-413b-98dc-9f9b1301aa0a,Tales of Legendia,PlayStation 2,CIB,available,pricecharting_no_match
6bac6387-66b0-46e2-96e4-15e78e0406fe,Tales of the Abyss,PlayStation 3,CIB,available,pricecharting_no_match
02c6db1d-8bed-410c-b921-feeb881372cf,Tales of Xillia,PlayStation 3,CIB,available,pricecharting_no_match
0f1cb1bb-bb6d-4dfb-bb8e-4deafe77dc34,Tales of Zestiria,PlayStation 3,CIB,available,pricecharting_no_match
ab7840df-92e1-445f-86ed-4ffb40ec1ea4,Tamagotchi no Appare! Niji-Venture,DS,CIB,available,pricecharting_no_match
1ff06926-3fb6-4ec9-937c-d48811db7fd6,Team Elimination Games,Wii,CIB,available,pricecharting_no_match
c5dbbbd3-b94b-4823-acaf-6730a525ea4d,Teikoku Sensenki,PlayStation 2,CIB,available,pricecharting_no_match
15ef0ad7-b936-4f50-b0cc-e9f237c9eff5,Teikoku Sensenki,PlayStation 2,CIB,available,pricecharting_no_match
91395ced-25f5-4baa-9a1a-92bee80b8597,Tetris Worlds,PlayStation 2,CIB,available,pricecharting_no_match
e8c34be1-68d1-41b8-82ab-b7e4c6891723,The Dukes of Hazzard Return of the General Lee,PlayStation 2,CIB,available,pricecharting_no_match
bd69fece-558f-491e-81d9-4907bc912fb4,The Getaway Black Monday,PlayStation 2,CIB,available,pricecharting_no_match
1ec35fc4-ed88-46ec-84d3-ca6ad6edc2c1,The Sims 3,Xbox 360,CIB,available,pricecharting_no_match
2c78f425-ed00-4a1f-89d7-f0552645980d,Thrillville Off The Rails,PlayStation,CIB,available,pricecharting_no_match
8a06bb59-53ff-4455-94cd-791a6fb675be,Tiger Woods 2007,PlayStation 2,CIB,available,pricecharting_no_match
88021874-c58d-4d51-b005-448977a50306,Tiger Woods PGA Tour 08,PlayStation 2,CIB,available,pricecharting_no_match
c82d4cb5-aef0-492f-8e39-b686004dba15,Tiger Woods PGA Tour 08,PlayStation 3,CIB,available,pricecharting_no_match
9da38520-f747-4e57-b742-b780251f850f,Tiger Woods PGA Tour 10,Xbox 360,CIB,available,pricecharting_no_match
818bd17b-937d-4c04-9893-3d6ea341619b,Tomb Raider Last Revelation,PlayStation,CIB,available,pricecharting_no_match
ed1417d8-cb5b-4bdc-8041-19c9f2bd0277,Tony Hawk Project 8,PlayStation 3,CIB,available,pricecharting_no_match
e9f66890-2846-4ef8-bdb0-12d84e98bcf4,Tony Hawks Pro Skater 4,GameCube,CIB,available,pricecharting_no_match
616bcece-9eb0-4214-b290-431deda63be6,Tony Hawks Underground,GameCube,CIB,available,pricecharting_no_match
016f5aef-0a80-4c3b-b5a6-67e6f9488220,Touchmaster 3,DS,CIB,available,pricecharting_no_match
93b193f3-54fb-4dd9-8650-d86562d80177,True Crime Streets of LA,PlayStation 2,CIB,available,pricecharting_no_match
e851ae6e-fb70-429e-9c77-eebd4f83b75a,UFC Undisputed 2010,Xbox 360,CIB,available,pricecharting_no_match
3fb00641-e178-4fa8-a951-da2a53f8c9ce,Ultimate Board Game Collection,PlayStation 2,CIB,available,pricecharting_no_match
c5da05b2-6e10-40f9-8309-a8036dc7aa1b,Uncharted 3: Drake's Deception,PlayStation 3,CIB,available,pricecharting_no_match
208a8c64-111e-440e-a648-381cc0a88618,Victorious: Time to Shine,Xbox 360,CIB,available,pricecharting_no_match
695d0813-aff7-43f6-a3a5-08c301a45e0a,World Party Games,Wii,CIB,available,pricecharting_no_match
1ce49234-aab6-43ff-9a6c-23276e874838,WWE Smackdown vs. Raw 2011,PlayStation 2,CIB,available,pricecharting_no_match
dc7ef5f0-d82d-4b9f-81f9-619928906262,Your Shape: Fitness Evolved 2012,Xbox 360,CIB,available,pricecharting_no_match
