id,product_name,console,condition,status,issue
1b83f202-f1b2-4aa1-b84f-84d9de10c4c2,Fight Night Champion,Xbox 360,CIB,available,pricecharting_no_match
c0613aa2-7f0f-4823-afd3-404e3d8da37d,Final Fantasy X-2,PlayStation 2,CIB,available,pricecharting_no_match
3eb6ba18-bf82-444d-8f8b-d3a665ca55b3,Final Fantasy XII,PlayStation 2,CIB,available,pricecharting_no_match
a9a6d5cb-52b8-44f6-a3f8-0bf39192983f,Fisherman’s Bait 2 Big Ol Bass,PlayStation,CIB,available,pricecharting_no_match
55e56230-1e74-4aec-b710-8f29e716d42a,Full Spectrum Warrior,Xbox,CIB,available,pricecharting_no_match
5782265c-5972-4061-8f0b-825f97433d58,Galaga / Galaxian,Game Boy,CIB,available,pricecharting_no_match
7031800d-9197-42d9-963a-c17542c1bf50,GameCube,GameCube,CIB,available,pricecharting_no_match
d122845f-ace7-470a-8eee-93065e3e2868,Gears of War 4,Xbox One,CIB,available,pricecharting_no_match
d9abd1b7-4244-4bf8-b30e-2116be9feaeb,Genso Suikoden,PlayStation,CIB,available,pricecharting_no_match
5b655513-6737-4069-8528-8bd9a3ac64c7,Genso Suikoden V,PlayStation 2,CIB,available,pricecharting_no_match
7c092b9c-fd5d-4430-8f6d-567934713adb,Gensou Suikoden V [PlayStation 2 The Best],PlayStation 2,CIB,available,pricecharting_no_match
696823da-b196-4666-a2fa-aa211fbd25ae,Golden Axe Beast Rider,Xbox 360,CIB,available,pricecharting_no_match
5565d7c3-5a35-49a6-9892-ab701bd6c903,Grey GameCube Controller,GameCube,CIB,available,pricecharting_no_match
ba565832-2dc1-4a50-9199-3f0b899c2b75,Hanjuku Eiyuu Tai 3D,PlayStation 2,CIB,available,pricecharting_no_match
8578aa7b-7903-4b6d-80dc-30f768dd4122,Harry Potter and the Deathly Hallows: Part 2,Xbox 360,CIB,sold,pricecharting_no_match
70a0c5eb-b135-40b8-9abe-85acb1a33930,Haven Call of the King,PlayStation 2,CIB,available,pricecharting_no_match
a8bcd2e6-02da-4ffc-9208-c366412fd9b2,Hitman 2 Silent Assassin,Xbox,CIB,available,pricecharting_no_match
51e802a7-51d2-4de8-abe8-b36248717c8b,Hollywood Squares,Xbox 360,CIB,available,pricecharting_no_match
f093bbbc-c924-4802-af76-292208f9c8df,Home Alone,NES,CIB,available,pricecharting_no_match
6e54f679-319a-4a91-9543-7963ad9209a5,iCarly,DS,CIB,available,pricecharting_no_match
e9002d59-9f30-495a-b4c5-94a6419c6b26,IHRA Drag Racing Sportsman Edition,PlayStation 2,CIB,available,pricecharting_no_match
7af37bec-c2db-424a-a503-2c010c12d126,Inuyasha,PlayStation,CIB,available,pricecharting_no_match
441ca6b0-aea6-4632-904c-14e196ea86c6,Jeopardy,NES,CIB,available,pricecharting_no_match
9fba8e1f-b791-421b-8ca4-b8a69ac149ca,Jeremy McGrath Supercross World,PlayStation 2,CIB,available,pricecharting_no_match
2dcc7f13-a4e5-4b23-9333-7df5221809ce,Jillian Michaels' Fitness Ultimatum 2009,Wii,CIB,available,pricecharting_no_match
cb54af08-1eaa-46f9-b542-bdeb0c501528,Jimmy Neutron Attack of the Twonkies,PlayStation 2,CIB,available,pricecharting_no_match
a58842de-e9d5-4670-86b2-9d2f5bac3d64,Just Dance 3,Xbox 360,CIB,available,pricecharting_no_match
be155024-8e6d-408e-95fa-9b147ded6c13,Just Dance Wii,Wii,CIB,available,pricecharting_no_match
a0c0a2da-7c27-498e-973d-7b2d44d313f1,Karaoke Revolution Glee Vol 3,Xbox 360,CIB,available,pricecharting_no_match
41043504-b4ec-4765-908b-f031c48f5664,Kelly Slater's Pro Surfer,Xbox,CIB,available,pricecharting_no_match
b423e3a6-5e5a-4b6a-9d34-770308d4eab8,Kinect Star Wars,Xbox 360,CIB,available,pricecharting_no_match
4cfaba6b-3f47-4757-af1b-df3d72e280ee,Kingdom Hearts 2,PlayStation 2,CIB,available,pricecharting_no_match
0d06fb56-e3ec-401f-b8c3-b8326bf00b54,Kingdom Hearts II Final Mix [Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
0652f939-9f16-4616-b06b-61b7aeda9bb3,Kingdom Hearts II Final Mix [Limited Edition],PlayStation 2,CIB,available,pricecharting_no_match
0db8402d-5b19-4d1a-82c5-4537908dc0f1,Legend of Mana,PlayStation,CIB,sold,pricecharting_no_match
7d3ca8de-378f-47da-967c-dd658a19e0dc,Legends of Wrestling,PlayStation 2,CIB,available,pricecharting_no_match
5bf39f66-99e0-4bda-850e-25513834edc5,LEGO Batman 2,PlayStation 3,CIB,available,pricecharting_no_match
85e01459-9d3a-440e-8d66-41fa9111a5f7,LEGO Marvel Super Heroes,Xbox 360,CIB,available,pricecharting_no_match
10b78f62-6f65-45d0-b5f3-47d86b2a17df,LEGO Marvel Super Heroes,PlayStation 3,CIB,available,pricecharting_no_match
e54f45cc-f686-4fa2-9919-ca975afbff0c,LEGO Pirates of the Caribbean: The Video Game,Xbox 360,CIB,available,pricecharting_no_match
ce7cf6b7-6026-48ab-b742-34e31dcac134,LEGO Star Wars II Original Trilogy,GameCube,CIB,available,pricecharting_no_match
85cb3f97-2ab4-4412-98cd-3cfa08f47f6e,LEGO Star Wars III: The Clone Wars,DS,CIB,available,pricecharting_no_match
e813f496-d86a-4f5b-b2d0-51aa41fdfa75,LittleBigPlanet 3,PlayStation 3,CIB,sold,pricecharting_no_match
c95ab2a6-52e8-4c1f-a342-0488ff81280a,Madden 07,GameCube,CIB,available,pricecharting_no_match
1516b15c-a0ae-4ff9-a791-b8d1807e0d75,Madden 2004,GameCube,CIB,available,pricecharting_no_match
f6a9c9b4-09d0-4810-b876-4e228a597b2a,Madden 2008,PlayStation 2,CIB,available,pricecharting_no_match
2a258fd0-6b90-46ba-a6bf-512205787b5b,Madden 2009,PlayStation 3,CIB,available,pricecharting_no_match
d47f0fc6-728e-47a5-8e69-bc2476546627,Madden 2009,PlayStation 3,CIB,available,pricecharting_no_match
442116d0-ee6e-430c-ab0b-4425de2f7f0d,Madden 97,PlayStation,CIB,sold,pricecharting_no_match
c3f9cd6b-90fd-4dd6-8392-74008b7ecf38,Madden 98,PlayStation,CIB,available,pricecharting_no_match
d430ae42-7906-491b-a981-5cbe1865c818,Madden NFL 11,Xbox 360,CIB,available,pricecharting_no_match
a8444c62-c7ed-4ef2-ba8c-f7a76318575e,Madden NFL 12,PlayStation 3,CIB,available,pricecharting_no_match
897dbd7f-3c71-477f-a76a-4dff4acf9c0b,Madden NFL 12 Hall of Fame Edition,PlayStation 3,CIB,available,pricecharting_no_match
07d5286c-e792-4845-b4eb-fc2e239313fc,Madden NFL 16,PlayStation 4,CIB,available,pricecharting_no_match
b08bb93f-31b3-4b06-b028-0cd19b873a29,Madden NFL 21,Xbox One,CIB,available,pricecharting_no_match
101923ea-6b5d-45e6-816b-7a08e50123d0,Madden NFL 25,PlayStation 3,CIB,available,pricecharting_no_match
9c30666a-1765-47c6-a7d0-46c725aa4cf8,Major League Baseball 2K8,Xbox 360,CIB,available,pricecharting_no_match
76b03b07-fc49-4c69-a688-4ef131b91021,Mario & Sonic at the Olympic Games,DS,CIB,available,pricecharting_no_match
1a03323c-ebf0-4288-932c-3b4aa64501e5,Mario Party 6,GameCube,CIB,available,pricecharting_no_match
cdda6c29-48d1-46b1-96fd-5a7949d5ba40,Maximo,PlayStation 2,CIB,available,pricecharting_no_match
bb12db86-380e-4713-bd77-c01b9a829fb7,Metroid Prime,GameCube,CIB,available,pricecharting_no_match
9b80b730-30a7-47f2-a8bc-b62887e74dd6,MLB 07 The Show,PlayStation 3,CIB,available,pricecharting_no_match
df0113d2-66e0-4119-bb92-40278391e510,MLB 08 The Show,PlayStation 3,CIB,available,pricecharting_no_match
77fe5075-6232-46e4-97e3-fbedb45dca11,MLB 2004,PlayStation 2,CIB,available,pricecharting_no_match
b16ae3e9-e742-46c6-a58c-76080eabe462,MLB Slugfest 2003,GameCube,CIB,available,pricecharting_no_match
ba6f014d-e52b-4da5-ac5d-6faf7dc2e578,Mobile Suit Gundam Climax U.C,PlayStation 2,CIB,available,pricecharting_no_match
b7e76f65-956f-4575-8842-c20326337178,Mobile Suit Gundam Seed Destiny: Generation of CE,PlayStation 2,CIB,available,pricecharting_no_match
70b31cea-a961-430c-8673-65e2bcc12816,Mobile Suit Gundam Seed Destiny: Generation of CE,PlayStation 2,CIB,available,pricecharting_no_match
1be92263-41b1-4536-bbdb-1d5d01634c4f,Monster Garage,Xbox,CIB,available,pricecharting_no_match
60c5bdc0-9cab-4b49-8a4b-016b96b27663,Monster Jam Urban Assault,Wii,CIB,available,pricecharting_no_match
d5b8d238-a89b-4315-a4c3-c78c180e69e4,Mountain Bike Adrenaline,PlayStation 2,CIB,available,pricecharting_no_match
8e93ce06-6fb7-47ce-987e-505c46823175,Naruto Clash of Ninja 2,GameCube,CIB,available,pricecharting_no_match
523a3746-3996-4519-bb78-bcc0573faf7a,Naruto: Narutimate Hero,PlayStation 2,CIB,available,pricecharting_no_match
49213098-4555-4432-beff-53aa3920a468,NASCAR 06 Total Team Control,PlayStation 2,CIB,available,pricecharting_no_match
04d99793-0a2e-4827-bd04-fc3e75424161,NASCAR 07,PlayStation 2,CIB,available,pricecharting_no_match
eeaea00f-c86d-4b7d-bd52-b7a5c5d30a79,NASCAR 08,PlayStation 2,CIB,available,pricecharting_no_match
c01d1762-9030-4b5c-86c2-e6394511c1f7,NASCAR Thunder 2002,Xbox,CIB,available,pricecharting_no_match
1fde6c72-93a4-49ac-b65b-e6be42f7bb93,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
e03c6acf-4e93-4456-b81a-ca0e472df362,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
94a2ca40-b728-46b8-aa4c-f58c9c31bdd5,NBA 2K11,PlayStation 3,CIB,available,pricecharting_no_match
d4d465b2-b1b0-4a1b-baf8-233929835f23,NBA 2K12,PlayStation 3,CIB,available,pricecharting_no_match
00c61450-b5c4-4355-bf29-dfad16b9e80c,NBA 2K13,PlayStation 3,CIB,available,pricecharting_no_match
dd21e922-d453-4a37-8a0b-ad64354f4c4b,NBA 2K16,Xbox 360,CIB,available,pricecharting_no_match
1d17f780-d3b6-49e4-a29b-0d59ac3a3c43,NBA 2K17,Xbox One,CIB,available,pricecharting_no_match
1d5babd4-fbec-4f71-b58c-a61b6464325b,NBA 2K18,Xbox One,CIB,available,pricecharting_no_match
294596f9-4811-4015-8168-74e75576a394,NFL Blitz 2003,GameCube,CIB,available,pricecharting_no_match
0a828512-eff8-429f-997b-d8219ebb57b0,NFL Street,GameCube,CIB,available,pricecharting_no_match
12d49863-7d40-4301-9ace-327310de82a4,NFL Street 2,Xbox,CIB,available,pricecharting_no_match
8e0207e6-9372-40f6-b419-32ce062e40b6,NFL Street 2,Xbox,CIB,available,pricecharting_no_match
a0494282-1a31-47a9-9c41-06f4dcd3b72d,NHL 11,PlayStation 3,CIB,available,pricecharting_no_match
3f5fe68c-6b9e-4a02-a76b-e05dcb78d82a,NHL 2001,PlayStation 2,CIB,available,pricecharting_no_match
20ce0234-fc2b-476e-aa76-82c5e4238669,NHL 2002,PlayStation 2,CIB,available,pricecharting_no_match
2f9cd6da-36bf-4467-9343-588b9c63adc8,NHL 2003,Xbox,CIB,available,pricecharting_no_match
a9bb3a5a-ce51-41c4-96a0-84a746f76f1c,NHL Hitz 2003,GameCube,CIB,available,pricecharting_no_match
73723d13-fc8e-450c-b262-256861e7094d,Oni Rei: Fukkatsu,PlayStation,CIB,available,pricecharting_no_match
e434248d-25bf-4222-897a-765b1712bd60,Overwatch Origins Edition,Xbox One,CIB,available,pricecharting_no_match
25b23cff-23f2-4288-a3a1-52043ddcb506,Overwatch Origins Edition,Xbox One,CIB,available,pricecharting_no_match
7ac4a4f6-7c79-4968-9bb4-5ba041f90ceb,PlayStation 2 8MB Memory Card,PlayStation 2,CIB,available,pricecharting_no_match
4186beb5-b227-4e55-9d01-476e57df551e,Pocket Bike Racer,Xbox,CIB,available,pricecharting_no_match
e9b2b606-9b6f-4b98-8cfe-d663906bda9f,Pokémon XD Gale of Darkness,GameCube,CIB,available,pricecharting_no_match
f1d3b297-7953-48e8-b68b-10bd8b9af9d0,Portal 2,Xbox 360,CIB,available,pricecharting_no_match
e6b8c85c-51d2-4150-95c2-eb813009ab18,Pride Of The Dragon Peace,PlayStation 2,CIB,available,pricecharting_no_match
7e3eae70-80bd-471e-8fe2-a8117566e750,Project Gotham Racing,Xbox,CIB,available,pricecharting_no_match
d46075c9-6f60-4c86-bad2-df1451bb9efb,Puyo Pop Fever,PlayStation 2,CIB,available,pricecharting_no_match
e353195f-414c-4b83-a777-b5b039ecfed2,Puzzle Challenge Crosswords and More,PlayStation 2,CIB,available,pricecharting_no_match
9aba6a66-828a-42b1-ae03-6059f73c8387,Rainbow Six,PlayStation,CIB,available,pricecharting_no_match
6f9d0ae5-c2c9-48d4-bf21-0a1ff2e96315,Rapala Pro Bass Fishing 2010,Xbox 360,CIB,available,pricecharting_no_match
bb9b8b28-33b2-4654-b027-c2be6e5ee4f0,RC Revenge Pro,PlayStation 2,CIB,available,pricecharting_no_match
120c6535-141e-4fd7-8eca-0979d7782748,Reel Fishing,PlayStation,CIB,available,pricecharting_no_match
0ee125c3-a173-4c60-88d1-52d2f7e1d4b7,Return to Castle Wolfenstein,PlayStation 2,CIB,available,pricecharting_no_match
9fcab8aa-0a5f-4a24-b523-ce2b2ccc00a0,Rugby 2005,Xbox,CIB,available,pricecharting_no_match
caaafd0b-0b80-49a2-aeec-a93e3d02b75f,Ryu ga Gotoku 3,PlayStation 3,CIB,available,pricecharting_no_match
f2b54a9a-855a-4880-8460-84a2295ba8ef,Samurai Western,PlayStation 2,CIB,available,pricecharting_no_match
0ef9d4e6-c019-4a6f-a593-64a1dabb1df2,Saw II: Flesh & Blood,PlayStation 3,CIB,available,pricecharting_no_match
9bb2d2b5-da11-4543-b40a-f756b58caab4,Sega Bass Fishing Duel,PlayStation 2,CIB,available,pricecharting_no_match
6e588858-aa34-44db-ae1d-07679e615939,Sengoku Musou,PlayStation 2,CIB,available,pricecharting_no_match
8d4eb388-d581-4845-b523-1a6e13369d84,Sengoku Musou 3,Wii,CIB,available,pricecharting_no_match
8e5bac0f-b808-4598-bfb7-d7203b81db89,Sengoku Musou 3,Wii,CIB,available,pricecharting_no_match
fedd7cd6-4edb-4f40-9a5a-eee29d98847d,Shadow of Memories,PlayStation 2,CIB,sold,pricecharting_no_match
88227e23-54a5-42d5-a7d0-03f6b34b4828,Shaun White Skateboarding,Xbox 360,CIB,available,pricecharting_no_match
3a0ceaa4-19d9-4c19-9330-e98d4a5a9d74,Shin Hokuto Musou,PlayStation 3,CIB,available,pricecharting_no_match
aae60794-d126-4448-802e-6a2ad3caa4e9,Shin Sangoku Musou 4,PlayStation 2,CIB,available,pricecharting_no_match
4332f427-d60f-4a87-b4da-3fa5f80389f6,Shinsengumi Gunrou-Den,PlayStation 2,CIB,available,pricecharting_no_match
8d8ffdce-b826-4275-b65d-9d9582f34dab,Singstar Amped,PlayStation 2,CIB,available,pricecharting_no_match
27c0a535-fe55-40ec-a9a4-3d4c45b0f039,Skylanders Giants,Xbox 360,CIB,available,pricecharting_no_match
8fbd47c7-9aab-4c6a-a765-e75027280ca0,Sonic Boom Fire & Ice,3DS,CIB,available,pricecharting_no_match
d1936c29-4de3-4b90-957c-e9650846e044,Splashdown Rides Gone Wild,PlayStation 2,CIB,available,pricecharting_no_match
e11374e3-feca-46b8-bac4-7edf37d52fe8,Spy Hunter,PlayStation 2,CIB,available,pricecharting_no_match
e1a2d68f-bd64-4b33-a4db-77bb1210e0ee,SSX 3,PlayStation 2,CIB,available,pricecharting_no_match
2858ce0c-d4cc-4461-9d95-103e2c8d58db,Stuntman,PlayStation 2,CIB,available,pricecharting_no_match
a4e6e34e-d577-481d-aa4d-26647c47f948,Summer Sports Paradise Island,Wii,CIB,available,pricecharting_no_match
9bd6f63e-6af9-49ea-af4c-5e2bb707c856,Super Monkey Ball: Banana Mania,Xbox One,CIB,available,pricecharting_no_match
f2e4f83e-6c34-49de-b379-f419ba7c2eeb,Super Robot Wars Z,PlayStation 2,CIB,available,pricecharting_no_match
9497820d-85e2-4a13-816e-dbd35218541f,Taiko no Tatsujin: Waku Waku Anime Matsuri,PlayStation 2,CIB,available,pricecharting_no_match
32cd9d6b-2513-481d-a542-af32d4ca1f8a,Tales of Destiny,PlayStation,CIB,available,pricecharting_no_match
6bac6387-66b0-46e2-96e4-15e78e0406fe,Tales of the Abyss,PlayStation 3,CIB,available,pricecharting_no_match
0f1cb1bb-bb6d-4dfb-bb8e-4deafe77dc34,Tales of Zestiria,PlayStation 3,CIB,available,pricecharting_no_match
c5dbbbd3-b94b-4823-acaf-6730a525ea4d,Teikoku Sensenki,PlayStation 2,CIB,available,pricecharting_no_match
4ad3b494-178c-4e3f-8a0f-f2465d3ac5dd,Tetris,NES,CIB,available,pricecharting_no_match
b38832c0-85d3-40c7-a5f7-a3d777753b5f,Tetris 2,Game Boy,CIB,available,pricecharting_no_match
e8c34be1-68d1-41b8-82ab-b7e4c6891723,The Dukes of Hazzard Return of the General Lee,PlayStation 2,CIB,available,pricecharting_no_match
bd69fece-558f-491e-81d9-4907bc912fb4,The Getaway Black Monday,PlayStation 2,CIB,available,pricecharting_no_match
2c78f425-ed00-4a1f-89d7-f0552645980d,Thrillville Off The Rails,PlayStation,CIB,available,pricecharting_no_match
2d1d0ab7-0d3b-4a3c-af23-737777f308ac,Tiger Woods 2003,PlayStation 2,CIB,available,pricecharting_no_match
8a06bb59-53ff-4455-94cd-791a6fb675be,Tiger Woods 2007,PlayStation 2,CIB,available,pricecharting_no_match
c82d4cb5-aef0-492f-8e39-b686004dba15,Tiger Woods PGA Tour 08,PlayStation 3,CIB,available,pricecharting_no_match
ed1417d8-cb5b-4bdc-8041-19c9f2bd0277,Tony Hawk Project 8,PlayStation 3,CIB,available,pricecharting_no_match
aa32058b-22c2-4c6f-87a0-efc52345c30c,Tony Hawks Pro Skater 4,GameCube,CIB,available,pricecharting_no_match
016f5aef-0a80-4c3b-b5a6-67e6f9488220,Touchmaster 3,DS,CIB,available,pricecharting_no_match
7f4fa871-4617-41a9-92fb-4060596d504d,Transformers: The Game,PSP,CIB,available,pricecharting_no_match
2499b792-b9e5-4c7a-9b35-ee665dc4ccfb,True Crime Streets of LA [Platinum Hits],Xbox,CIB,available,pricecharting_no_match
e851ae6e-fb70-429e-9c77-eebd4f83b75a,UFC Undisputed 2010,Xbox 360,CIB,available,pricecharting_no_match
99d6d0da-4599-47eb-8fd7-7785f392e2ac,Uncharted 3: Drake's Deception,PlayStation 3,CIB,available,pricecharting_no_match
dbd1e28f-c2af-4fd4-9886-adcedd25b834,Virtua Fighter 4,PlayStation 2,CIB,available,pricecharting_no_match
aee0b7db-3b46-40b6-92f9-2048eb6489c5,Wii Fit (game Only),Wii,CIB,available,pricecharting_no_match
86c36779-026e-43c1-904d-4a2ecb646d46,Wii Fit (game Only),Wii,CIB,available,pricecharting_no_match
695d0813-aff7-43f6-a3a5-08c301a45e0a,World Party Games,Wii,CIB,available,pricecharting_no_match
3b691714-c882-45cc-92ea-f0ecd7306a3d,World Soccer: Winning Eleven 9,PlayStation 2,CIB,available,pricecharting_no_match
316b16e2-2683-432a-adbd-c55b249a94ed,Your Shape: Fitness Evolved,Xbox 360,CIB,available,pricecharting_no_match
